timeframe,variant,symbol,side,entry_time,exit_time,entry_price,exit_price,initial_stop,final_stop,initial_risk_per_unit,net_r,bars_held,max_favorable_r,chandelier_active,chandelier_activation_time,chandelier_activation_price,ch_activate_r,ch_atr_mult,exit_reason,month
4h,4H_DONCHIAN_ACT4_ATR3,ASR/USDT,LONG,2025-12-21 00:00:00+00:00,2026-01-31 16:00:00+00:00,1.54,1.3578571428571429,1.3578571428571429,1.3578571428571429,0.18214285714285716,-1.0,250,3.222745098039214,False,,,4.0,3.0,STOP_OR_TRAILING,2026-01
4h,4H_DONCHIAN_ACT4_ATR3,ASR/USDT,SHORT,2026-02-05 08:00:00+00:00,2026-02-10 08:00:00+00:00,1.372,1.4380000000000002,1.4380000000000002,1.4380000000000002,0.06600000000000006,-1.0,30,2.8333333333333317,False,,,4.0,3.0,STOP_OR_TRAILING,2026-02
4h,4H_DONCHIAN_ACT4_ATR3,ASR/USDT,LONG,2026-02-15 12:00:00+00:00,2026-02-15 16:00:00+00:00,1.502,1.4352857142857143,1.4352857142857143,1.4352857142857143,0.06671428571428573,-1.0,1,0.014989293361882716,False,,,4.0,3.0,STOP_OR_TRAILING,2026-02
4h,4H_DONCHIAN_ACT4_ATR3,ASR/USDT,SHORT,2026-02-23 00:00:00+00:00,2026-03-05 20:00:00+00:00,1.378,1.4317142857142857,1.4317142857142857,1.4317142857142857,0.053714285714285825,-1.0,65,2.606382978723397,False,,,4.0,3.0,STOP_OR_TRAILING,2026-03
4h,4H_DONCHIAN_ACT4_ATR3,ASR/USDT,SHORT,2026-03-11 08:00:00+00:00,2026-03-12 08:00:00+00:00,1.306,1.3395714285714286,1.3395714285714286,1.3395714285714286,0.033571428571428585,-1.0,6,0.11914893617021283,False,,,4.0,3.0,STOP_OR_TRAILING,2026-03
4h,4H_DONCHIAN_ACT4_ATR3,ASR/USDT,SHORT,2026-03-19 12:00:00+00:00,2026-03-28 16:00:00+00:00,1.307,1.3548571428571428,1.3548571428571428,1.3548571428571428,0.04785714285714282,-1.0,55,3.134328358208956,False,,,4.0,3.0,STOP_OR_TRAILING,2026-03
4h,4H_DONCHIAN_ACT4_ATR3,ASR/USDT,SHORT,2026-04-02 08:00:00+00:00,2026-04-08 00:00:00+00:00,1.235,1.2807142857142857,1.2807142857142857,1.2807142857142857,0.045714285714285596,-1.0,34,0.875000000000003,False,,,4.0,3.0,STOP_OR_TRAILING,2026-04
4h,4H_DONCHIAN_ACT4_ATR3,ASR/USDT,SHORT,2026-04-12 20:00:00+00:00,2026-04-14 00:00:00+00:00,1.223,1.2592857142857143,1.2592857142857143,1.2592857142857143,0.036285714285714255,-1.0,7,0.1377952755905545,False,,,4.0,3.0,STOP_OR_TRAILING,2026-04
4h,4H_DONCHIAN_ACT4_ATR3,ASR/USDT,LONG,2026-04-14 16:00:00+00:00,2026-04-20 04:00:00+00:00,1.29,1.2444285714285717,1.2444285714285717,1.2444285714285717,0.045571428571428374,-1.0,33,2.36990595611286,False,,,4.0,3.0,STOP_OR_TRAILING,2026-04
4h,4H_DONCHIAN_ACT4_ATR3,ASR/USDT,LONG,2026-04-25 04:00:00+00:00,2026-04-27 04:00:00+00:00,1.313,1.2748571428571427,1.2748571428571427,1.2748571428571427,0.038142857142857256,-1.0,12,0.18352059925093886,False,,,4.0,3.0,STOP_OR_TRAILING,2026-04
4h,4H_DONCHIAN_ACT4_ATR3,ASR/USDT,SHORT,2026-04-29 16:00:00+00:00,2026-05-06 16:00:00+00:00,1.255,1.2971428571428572,1.2971428571428572,1.2971428571428572,0.04214285714285726,-1.0,42,0.877966101694911,False,,,4.0,3.0,STOP_OR_TRAILING,2026-05
4h,4H_DONCHIAN_ACT4_ATR3,ASTER/USDT,SHORT,2025-12-18 16:00:00+00:00,2025-12-19 12:00:00+00:00,0.658,0.7344285714285714,0.7344285714285714,0.7344285714285714,0.0764285714285714,-1.0,5,0.03925233644859818,False,,,4.0,3.0,STOP_OR_TRAILING,2025-12
4h,4H_DONCHIAN_ACT4_ATR3,ASTER/USDT,SHORT,2025-12-23 12:00:00+00:00,2025-12-28 08:00:00+00:00,0.683,0.7284285714285714,0.7284285714285714,0.7284285714285714,0.045428571428571374,-1.0,29,0.4182389937106927,False,,,4.0,3.0,STOP_OR_TRAILING,2025-12
4h,4H_DONCHIAN_ACT4_ATR3,ASTER/USDT,LONG,2025-12-29 00:00:00+00:00,2025-12-29 08:00:00+00:00,0.73,0.7042857142857143,0.7042857142857143,0.7042857142857143,0.02571428571428569,-1.0,2,0.23333333333333375,False,,,4.0,3.0,STOP_OR_TRAILING,2025-12
4h,4H_DONCHIAN_ACT4_ATR3,ASTER/USDT,LONG,2026-01-02 12:00:00+00:00,2026-01-08 04:00:00+00:00,0.75,0.7228571428571429,0.7228571428571429,0.7228571428571429,0.027142857142857135,-1.0,34,2.321052631578946,False,,,4.0,3.0,STOP_OR_TRAILING,2026-01
4h,4H_DONCHIAN_ACT4_ATR3,ASTER/USDT,SHORT,2026-01-12 08:00:00+00:00,2026-01-13 20:00:00+00:00,0.702,0.7331428571428571,0.7331428571428571,0.7331428571428571,0.03114285714285714,-1.0,9,0.6743119266055017,False,,,4.0,3.0,STOP_OR_TRAILING,2026-01
4h,4H_DONCHIAN_ACT4_ATR3,ASTER/USDT,SHORT,2026-01-18 20:00:00+00:00,2026-01-19 00:00:00+00:00,0.684,0.6160000000000001,0.7111428571428572,0.6160000000000001,0.027142857142857135,2.5052631578947357,1,4.9368421052631595,True,2026-01-19 00:00:00+00:00,0.638,4.0,3.0,STOP_OR_TRAILING,2026-01
4h,4H_DONCHIAN_ACT4_ATR3,ASTER/USDT,LONG,2026-01-27 20:00:00+00:00,2026-01-29 12:00:00+00:00,0.678,0.6378571428571429,0.6378571428571429,0.6378571428571429,0.04014285714285715,-1.0,10,0.8220640569394997,False,,,4.0,3.0,STOP_OR_TRAILING,2026-01
4h,4H_DONCHIAN_ACT4_ATR3,ASTER/USDT,SHORT,2026-01-31 04:00:00+00:00,2026-02-06 04:00:00+00:00,0.588,0.5017857142857143,0.634,0.5017857142857143,0.04600000000000004,1.8742236024844698,36,4.021739130434778,True,2026-02-06 00:00:00+00:00,0.496,4.0,3.0,STOP_OR_TRAILING,2026-02
4h,4H_DONCHIAN_ACT4_ATR3,ASTR/USDT,SHORT,2025-12-18 16:00:00+00:00,2025-12-19 04:00:00+00:00,0.00954,0.01004857142857143,0.01004857142857143,0.01004857142857143,0.0005085714285714294,-1.0,3,0.0,False,,,4.0,3.0,STOP_OR_TRAILING,2025-12
4h,4H_DONCHIAN_ACT4_ATR3,ASTR/USDT,SHORT,2025-12-23 04:00:00+00:00,2026-01-02 00:00:00+00:00,0.00993,0.010348571428571427,0.010348571428571427,0.010348571428571427,0.00041857142857142787,-1.0,59,1.0750853242320813,False,,,4.0,3.0,STOP_OR_TRAILING,2026-01
4h,4H_DONCHIAN_ACT4_ATR3,ASTR/USDT,LONG,2026-01-02 16:00:00+00:00,2026-01-19 00:00:00+00:00,0.01079,0.010404285714285713,0.010404285714285713,0.010404285714285713,0.0003857142857142861,-1.0,98,3.0592592592592576,False,,,4.0,3.0,STOP_OR_TRAILING,2026-01
4h,4H_DONCHIAN_ACT4_ATR3,ASTR/USDT,SHORT,2026-01-20 16:00:00+00:00,2026-01-25 00:00:00+00:00,0.01002,0.010597142857142857,0.010597142857142857,0.010597142857142857,0.0005771428571428577,-1.0,26,0.5198019801980192,False,,,4.0,3.0,STOP_OR_TRAILING,2026-01
4h,4H_DONCHIAN_ACT4_ATR3,ASTR/USDT,SHORT,2026-01-30 00:00:00+00:00,2026-02-01 08:00:00+00:00,0.00958,0.010331428571428571,0.010331428571428571,0.010331428571428571,0.0007514285714285713,-1.0,14,2.3688212927756664,False,,,4.0,3.0,STOP_OR_TRAILING,2026-02
4h,4H_DONCHIAN_ACT4_ATR3,ASTR/USDT,SHORT,2026-02-05 08:00:00+00:00,2026-03-17 08:00:00+00:00,0.00786,0.008754285714285714,0.008754285714285714,0.008754285714285714,0.0008942857142857138,-1.0,240,1.587859424920129,False,,,4.0,3.0,STOP_OR_TRAILING,2026-03
4h,4H_DONCHIAN_ACT4_ATR3,ASTR/USDT,LONG,2026-03-25 04:00:00+00:00,2026-03-26 08:00:00+00:00,0.008437,0.008046285714285714,0.008046285714285714,0.008046285714285714,0.0003907142857142859,-1.0,7,1.1850091407678236,False,,,4.0,3.0,STOP_OR_TRAILING,2026-03
4h,4H_DONCHIAN_ACT4_ATR3,ASTR/USDT,SHORT,2026-03-27 08:00:00+00:00,2026-04-16 08:00:00+00:00,0.007657,0.008230857142857142,0.008230857142857142,0.008230857142857142,0.0005738571428571424,-1.0,120,1.265123226288276,False,,,4.0,3.0,STOP_OR_TRAILING,2026-04
4h,4H_DONCHIAN_ACT4_ATR3,ASTR/USDT,LONG,2026-04-17 04:00:00+00:00,2026-04-18 08:00:00+00:00,0.008443,0.00803657142857143,0.00803657142857143,0.00803657142857143,0.00040642857142857147,-1.0,7,0.06151142355008536,False,,,4.0,3.0,STOP_OR_TRAILING,2026-04
4h,4H_DONCHIAN_ACT4_ATR3,ASTR/USDT,LONG,2026-04-22 00:00:00+00:00,2026-04-23 00:00:00+00:00,0.008568,0.008129999999999998,0.008129999999999998,0.008129999999999998,0.0004380000000000009,-1.0,6,0.06164383561644047,False,,,4.0,3.0,STOP_OR_TRAILING,2026-04
4h,4H_DONCHIAN_ACT4_ATR3,ASTR/USDT,LONG,2026-04-26 08:00:00+00:00,2026-04-27 04:00:00+00:00,0.008428,0.008206,0.008206,0.008206,0.00022199999999999998,-1.0,5,0.12612612612612725,False,,,4.0,3.0,STOP_OR_TRAILING,2026-04
4h,4H_DONCHIAN_ACT4_ATR3,ASTR/USDT,LONG,2026-05-05 00:00:00+00:00,2026-05-17 12:00:00+00:00,0.008657,0.008282571428571429,0.008282571428571429,0.008282571428571429,0.0003744285714285707,-1.0,75,3.049980923311721,False,,,4.0,3.0,STOP_OR_TRAILING,2026-05
4h,4H_DONCHIAN_ACT4_ATR3,AT/USDT,SHORT,2025-12-24 00:00:00+00:00,2025-12-24 12:00:00+00:00,0.0877,0.09685714285714285,0.09685714285714285,0.09685714285714285,0.00915714285714285,-1.0,3,0.01092043681747302,False,,,4.0,3.0,STOP_OR_TRAILING,2025-12
4h,4H_DONCHIAN_ACT4_ATR3,AT/USDT,LONG,2025-12-25 04:00:00+00:00,2025-12-25 08:00:00+00:00,0.1103,0.10058571428571428,0.10058571428571428,0.10058571428571428,0.009714285714285717,-1.0,1,0.12352941176470653,False,,,4.0,3.0,STOP_OR_TRAILING,2025-12
4h,4H_DONCHIAN_ACT4_ATR3,AT/USDT,LONG,2025-12-26 08:00:00+00:00,2025-12-29 04:00:00+00:00,0.12,0.15578571428571428,0.10544285714285713,0.15578571428571428,0.014557142857142866,2.4582924435721276,17,5.894013738959762,True,2025-12-28 04:00:00+00:00,0.1603,4.0,3.0,STOP_OR_TRAILING,2025-12
4h,4H_DONCHIAN_ACT4_ATR3,AT/USDT,SHORT,2026-01-11 20:00:00+00:00,2026-01-12 20:00:00+00:00,0.1593,0.16434285714285712,0.16434285714285712,0.16434285714285712,0.005042857142857127,-1.0,6,0.2776203966005644,False,,,4.0,3.0,STOP_OR_TRAILING,2026-01
4h,4H_DONCHIAN_ACT4_ATR3,AT/USDT,LONG,2026-01-16 12:00:00+00:00,2026-01-19 00:00:00+00:00,0.1665,0.1589142857142857,0.1589142857142857,0.1589142857142857,0.007585714285714307,-1.0,15,0.8964218455743855,False,,,4.0,3.0,STOP_OR_TRAILING,2026-01
4h,4H_DONCHIAN_ACT4_ATR3,AT/USDT,SHORT,2026-01-25 12:00:00+00:00,2026-01-29 04:00:00+00:00,0.1577,0.1651142857142857,0.1651142857142857,0.1651142857142857,0.007414285714285707,-1.0,22,0.6743737957610803,False,,,4.0,3.0,STOP_OR_TRAILING,2026-01
4h,4H_DONCHIAN_ACT4_ATR3,AT/USDT,LONG,2026-02-03 12:00:00+00:00,2026-02-03 16:00:00+00:00,0.1656,0.15898571428571429,0.15898571428571429,0.15898571428571429,0.0066142857142857114,-1.0,1,0.3174946004319642,False,,,4.0,3.0,STOP_OR_TRAILING,2026-02
4h,4H_DONCHIAN_ACT4_ATR3,AT/USDT,SHORT,2026-02-05 08:00:00+00:00,2026-02-06 12:00:00+00:00,0.1565,0.16324285714285713,0.16324285714285713,0.16324285714285713,0.006742857142857134,-1.0,7,1.5423728813559332,False,,,4.0,3.0,STOP_OR_TRAILING,2026-02
4h,4H_DONCHIAN_ACT4_ATR3,AT/USDT,SHORT,2026-02-13 20:00:00+00:00,2026-02-14 00:00:00+00:00,0.1558,0.15924285714285713,0.15924285714285713,0.15924285714285713,0.0034428571428571364,-1.0,1,0.14522821576763525,False,,,4.0,3.0,STOP_OR_TRAILING,2026-02
4h,4H_DONCHIAN_ACT4_ATR3,AT/USDT,SHORT,2026-02-17 16:00:00+00:00,2026-02-18 00:00:00+00:00,0.1569,0.16057142857142856,0.16057142857142856,0.16057142857142856,0.0036714285714285477,-1.0,2,0.3540856031128491,False,,,4.0,3.0,STOP_OR_TRAILING,2026-02
4h,4H_DONCHIAN_ACT4_ATR3,AT/USDT,LONG,2026-02-22 08:00:00+00:00,2026-02-22 12:00:00+00:00,0.1642,0.17137142857142856,0.16091428571428573,0.17137142857142856,0.0032857142857142807,2.182608695652171,1,4.869565217391307,True,2026-02-22 12:00:00+00:00,0.1645,4.0,3.0,STOP_OR_TRAILING,2026-02
4h,4H_DONCHIAN_ACT4_ATR3,AT/USDT,SHORT,2026-03-01 12:00:00+00:00,2026-03-01 20:00:00+00:00,0.1551,0.14454285714285714,0.15957142857142856,0.14454285714285714,0.004471428571428571,2.3610223642172508,2,4.718849840255587,True,2026-03-01 20:00:00+00:00,0.1409,4.0,3.0,STOP_OR_TRAILING,2026-03
4h,4H_DONCHIAN_ACT4_ATR3,AT/USDT,SHORT,2026-03-09 04:00:00+00:00,2026-04-01 04:00:00+00:00,0.1461,0.15114285714285713,0.15114285714285713,0.15114285714285713,0.005042857142857127,-1.0,138,2.637393767705392,False,,,4.0,3.0,STOP_OR_TRAILING,2026-04
4h,4H_DONCHIAN_ACT4_ATR3,AT/USDT,LONG,2026-04-01 12:00:00+00:00,2026-04-02 00:00:00+00:00,0.1573,0.1530142857142857,0.1530142857142857,0.1530142857142857,0.004285714285714282,-1.0,3,2.426666666666667,False,,,4.0,3.0,STOP_OR_TRAILING,2026-04
4h,4H_DONCHIAN_ACT4_ATR3,AT/USDT,SHORT,2026-04-09 08:00:00+00:00,2026-04-10 08:00:00+00:00,0.1402,0.14684285714285714,0.14684285714285714,0.14684285714285714,0.006642857142857145,-1.0,6,0.8430107526881708,False,,,4.0,3.0,STOP_OR_TRAILING,2026-04
4h,4H_DONCHIAN_ACT4_ATR3,AT/USDT,LONG,2026-04-13 12:00:00+00:00,2026-04-14 04:00:00+00:00,0.1705,0.16040000000000001,0.16040000000000001,0.16040000000000001,0.010099999999999998,-1.0,4,0.14851485148514593,False,,,4.0,3.0,STOP_OR_TRAILING,2026-04
4h,4H_DONCHIAN_ACT4_ATR3,AT/USDT,LONG,2026-04-15 00:00:00+00:00,2026-05-11 12:00:00+00:00,0.1722,0.15869999999999998,0.15869999999999998,0.15869999999999998,0.013500000000000012,-1.0,159,1.977777777777776,False,,,4.0,3.0,STOP_OR_TRAILING,2026-05
4h,4H_DONCHIAN_ACT4_ATR3,AT/USDT,SHORT,2026-05-12 00:00:00+00:00,2026-05-12 08:00:00+00:00,0.1535,0.16055714285714284,0.16055714285714284,0.16055714285714284,0.007057142857142845,-1.0,2,0.014170040485828423,False,,,4.0,3.0,STOP_OR_TRAILING,2026-05
4h,4H_DONCHIAN_ACT4_ATR3,AT/USDT,SHORT,2026-05-18 16:00:00+00:00,2026-05-18 20:00:00+00:00,0.1547,0.11612142857142857,0.16055714285714287,0.11612142857142857,0.005857142857142866,6.586585365853649,1,10.226829268292668,True,2026-05-18 20:00:00+00:00,0.1097,4.0,3.0,STOP_OR_TRAILING,2026-05
4h,4H_DONCHIAN_ACT4_ATR3,ATA/USDT,SHORT,2025-12-18 16:00:00+00:00,2025-12-19 04:00:00+00:00,0.0152,0.0162,0.0162,0.0162,0.0009999999999999992,-1.0,3,0.09999999999999948,False,,,4.0,3.0,STOP_OR_TRAILING,2025-12
4h,4H_DONCHIAN_ACT4_ATR3,ATA/USDT,LONG,2025-12-25 12:00:00+00:00,2026-01-19 00:00:00+00:00,0.0173,0.016499999999999997,0.016499999999999997,0.016499999999999997,0.0008000000000000021,-1.0,147,3.7499999999999893,False,,,4.0,3.0,STOP_OR_TRAILING,2026-01
4h,4H_DONCHIAN_ACT4_ATR3,ATA/USDT,SHORT,2026-01-25 16:00:00+00:00,2026-01-26 00:00:00+00:00,0.016,0.016885714285714285,0.016885714285714285,0.016885714285714285,0.0008857142857142848,-1.0,2,0.0,False,,,4.0,3.0,STOP_OR_TRAILING,2026-01
4h,4H_DONCHIAN_ACT4_ATR3,ATA/USDT,SHORT,2026-01-29 08:00:00+00:00,2026-01-29 12:00:00+00:00,0.0163,0.017128571428571427,0.017128571428571427,0.017128571428571427,0.0008285714285714285,-1.0,1,1.0862068965517218,False,,,4.0,3.0,STOP_OR_TRAILING,2026-01
4h,4H_DONCHIAN_ACT4_ATR3,ATA/USDT,SHORT,2026-01-30 00:00:00+00:00,2026-03-13 08:00:00+00:00,0.0151,0.01125,0.016342857142857145,0.01125,0.0012428571428571445,3.097701149425284,254,4.183908045977006,True,2026-03-13 08:00:00+00:00,0.0107,4.0,3.0,STOP_OR_TRAILING,2026-03
4h,4H_DONCHIAN_ACT4_ATR3,ATA/USDT,SHORT,2026-03-21 20:00:00+00:00,2026-04-02 12:00:00+00:00,0.0103,0.008478571428571429,0.010642857142857143,0.008478571428571429,0.000342857142857143,5.3124999999999964,70,6.999999999999995,True,2026-03-27 12:00:00+00:00,0.009,4.0,3.0,STOP_OR_TRAILING,2026-04
4h,4H_DONCHIAN_ACT4_ATR3,ATA/USDT,LONG,2026-04-08 04:00:00+00:00,2026-04-09 08:00:00+00:00,0.0095,0.008871428571428572,0.008871428571428572,0.008871428571428572,0.000628571428571428,-1.0,7,3.0227272727272765,False,,,4.0,3.0,STOP_OR_TRAILING,2026-04
4h,4H_DONCHIAN_ACT4_ATR3,ATA/USDT,SHORT,2026-04-12 00:00:00+00:00,2026-04-13 08:00:00+00:00,0.0086,0.0091,0.0091,0.0091,0.0005000000000000004,-1.0,8,0.0,False,,,4.0,3.0,STOP_OR_TRAILING,2026-04
4h,4H_DONCHIAN_ACT4_ATR3,ATA/USDT,LONG,2026-04-16 00:00:00+00:00,2026-04-18 04:00:00+00:00,0.0095,0.011271428571428571,0.00907142857142857,0.011271428571428571,0.0004285714285714292,4.1333333333333275,13,7.933333333333322,True,2026-04-18 00:00:00+00:00,0.0111,4.0,3.0,STOP_OR_TRAILING,2026-04
4h,4H_DONCHIAN_ACT4_ATR3,ATA/USDT,SHORT,2026-04-27 04:00:00+00:00,2026-04-27 08:00:00+00:00,0.0097,0.010157142857142858,0.010157142857142858,0.010157142857142858,0.00045714285714285735,-1.0,1,0.21875000000000236,False,,,4.0,3.0,STOP_OR_TRAILING,2026-04
4h,4H_DONCHIAN_ACT4_ATR3,ATA/USDT,LONG,2026-05-06 08:00:00+00:00,2026-05-13 08:00:00+00:00,0.0107,0.010114285714285715,0.010114285714285715,0.010114285714285715,0.0005857142857142849,-1.0,42,1.0243902439024402,False,,,4.0,3.0,STOP_OR_TRAILING,2026-05
4h,4H_DONCHIAN_ACT4_ATR3,ATM/USDT,LONG,2025-12-21 08:00:00+00:00,2025-12-21 12:00:00+00:00,1.02,0.9622857142857143,0.9622857142857143,0.9622857142857143,0.05771428571428572,-1.0,1,0.0,False,,,4.0,3.0,STOP_OR_TRAILING,2025-12
4h,4H_DONCHIAN_ACT4_ATR3,ATM/USDT,LONG,2026-01-02 16:00:00+00:00,2026-01-08 08:00:00+00:00,0.965,0.9387142857142857,0.9387142857142857,0.9387142857142857,0.026285714285714246,-1.0,34,1.217391304347829,False,,,4.0,3.0,STOP_OR_TRAILING,2026-01
4h,4H_DONCHIAN_ACT4_ATR3,ATM/USDT,LONG,2026-01-14 00:00:00+00:00,2026-01-15 00:00:00+00:00,1.011,0.9847142857142857,0.9847142857142857,0.9847142857142857,0.026285714285714246,-1.0,6,0.15217391304347863,False,,,4.0,3.0,STOP_OR_TRAILING,2026-01
4h,4H_DONCHIAN_ACT4_ATR3,ATM/USDT,SHORT,2026-01-20 20:00:00+00:00,2026-01-21 16:00:00+00:00,0.971,1.014857142857143,1.014857142857143,1.014857142857143,0.04385714285714293,-1.0,5,0.06840390879478822,False,,,4.0,3.0,STOP_OR_TRAILING,2026-01
4h,4H_DONCHIAN_ACT4_ATR3,ATM/USDT,SHORT,2026-01-24 00:00:00+00:00,2026-02-01 08:00:00+00:00,0.963,0.8830714285714286,0.9908571428571429,0.8830714285714286,0.027857142857142914,2.8692307692307604,50,4.953846153846144,True,2026-01-31 16:00:00+00:00,0.837,4.0,3.0,STOP_OR_TRAILING,2026-02
4h,4H_DONCHIAN_ACT4_ATR3,ATM/USDT,SHORT,2026-02-05 12:00:00+00:00,2026-02-08 12:00:00+00:00,0.803,0.886,0.886,0.886,0.08299999999999996,-1.0,18,0.6746987951807238,False,,,4.0,3.0,STOP_OR_TRAILING,2026-02
4h,4H_DONCHIAN_ACT4_ATR3,ATM/USDT,LONG,2026-02-10 04:00:00+00:00,2026-02-10 12:00:00+00:00,1.095,1.2255,0.9968571428571428,1.2255,0.0981428571428572,1.3296943231441047,2,4.310043668122269,True,2026-02-10 12:00:00+00:00,1.389,4.0,3.0,STOP_OR_TRAILING,2026-02
4h,4H_DONCHIAN_ACT4_ATR3,ATM/USDT,LONG,2026-02-15 12:00:00+00:00,2026-02-15 16:00:00+00:00,1.543,1.3508571428571428,1.3508571428571428,1.3508571428571428,0.19214285714285717,-1.0,1,0.29144981412639426,False,,,4.0,3.0,STOP_OR_TRAILING,2026-02
4h,4H_DONCHIAN_ACT4_ATR3,ATM/USDT,SHORT,2026-02-28 04:00:00+00:00,2026-03-22 20:00:00+00:00,1.293,1.0734285714285714,1.3565714285714283,1.0734285714285714,0.06357142857142839,3.453932584269672,136,4.310112359550574,True,2026-03-22 20:00:00+00:00,1.022,4.0,3.0,STOP_OR_TRAILING,2026-03
4h,4H_DONCHIAN_ACT4_ATR3,ATM/USDT,SHORT,2026-03-23 00:00:00+00:00,2026-04-09 04:00:00+00:00,1.014,1.0538571428571428,1.0538571428571428,1.0538571428571428,0.03985714285714281,-1.0,103,1.5053763440860246,False,,,4.0,3.0,STOP_OR_TRAILING,2026-04
4h,4H_DONCHIAN_ACT4_ATR3,ATM/USDT,LONG,2026-04-14 20:00:00+00:00,2026-04-19 20:00:00+00:00,1.182,1.0874285714285714,1.0874285714285714,1.0874285714285714,0.09457142857142853,-1.0,30,0.3700906344410893,False,,,4.0,3.0,STOP_OR_TRAILING,2026-04
4h,4H_DONCHIAN_ACT4_ATR3,ATM/USDT,LONG,2026-04-26 16:00:00+00:00,2026-04-29 16:00:00+00:00,1.138,1.1087142857142858,1.1087142857142858,1.1087142857142858,0.029285714285714137,-1.0,18,3.517073170731732,False,,,4.0,3.0,STOP_OR_TRAILING,2026-04
4h,4H_DONCHIAN_ACT4_ATR3,ATM/USDT,SHORT,2026-04-30 04:00:00+00:00,2026-05-01 08:00:00+00:00,1.026,1.0892857142857144,1.0892857142857144,1.0892857142857144,0.06328571428571439,-1.0,7,0.12641083521444685,False,,,4.0,3.0,STOP_OR_TRAILING,2026-05
4h,4H_DONCHIAN_ACT4_ATR3,ATM/USDT,SHORT,2026-05-05 20:00:00+00:00,2026-05-06 16:00:00+00:00,1.046,1.0824285714285715,1.0824285714285715,1.0824285714285715,0.03642857142857148,-1.0,5,0.6862745098039243,False,,,4.0,3.0,STOP_OR_TRAILING,2026-05
4h,4H_DONCHIAN_ACT4_ATR3,ATOM/USDT,SHORT,2025-12-18 16:00:00+00:00,2025-12-19 12:00:00+00:00,1.836,1.948,1.948,1.948,0.11199999999999988,-1.0,5,0.02678571428571533,False,,,4.0,3.0,STOP_OR_TRAILING,2025-12
4h,4H_DONCHIAN_ACT4_ATR3,ATOM/USDT,LONG,2025-12-26 00:00:00+00:00,2025-12-29 20:00:00+00:00,2.044,1.9691428571428573,1.9691428571428573,1.9691428571428573,0.07485714285714273,-1.0,23,0.9083969465648878,False,,,4.0,3.0,STOP_OR_TRAILING,2025-12
4h,4H_DONCHIAN_ACT4_ATR3,ATOM/USDT,SHORT,2025-12-31 12:00:00+00:00,2026-01-01 12:00:00+00:00,1.95,2.0021428571428572,2.0021428571428572,2.0021428571428572,0.05214285714285727,-1.0,6,0.824657534246572,False,,,4.0,3.0,STOP_OR_TRAILING,2026-01
4h,4H_DONCHIAN_ACT4_ATR3,ATOM/USDT,LONG,2026-01-02 16:00:00+00:00,2026-01-12 16:00:00+00:00,2.15,2.5090714285714286,2.0748571428571427,2.5090714285714286,0.07514285714285718,4.77851711026616,60,7.079847908745244,True,2026-01-06 12:00:00+00:00,2.48,4.0,3.0,STOP_OR_TRAILING,2026-01
4h,4H_DONCHIAN_ACT4_ATR3,ATOM/USDT,SHORT,2026-01-19 00:00:00+00:00,2026-01-20 00:00:00+00:00,2.387,2.502857142857143,2.502857142857143,2.502857142857143,0.1158571428571431,-1.0,6,0.18988902589395593,False,,,4.0,3.0,STOP_OR_TRAILING,2026-01
4h,4H_DONCHIAN_ACT4_ATR3,ATOM/USDT,SHORT,2026-01-24 12:00:00+00:00,2026-01-31 16:00:00+00:00,2.297,2.0159285714285713,2.3884285714285713,2.0159285714285713,0.09142857142857119,3.074218750000011,43,5.326562500000015,True,2026-01-31 16:00:00+00:00,1.914,4.0,3.0,STOP_OR_TRAILING,2026-01
4h,4H_DONCHIAN_ACT4_ATR3,ATOM/USDT,SHORT,2026-02-05 16:00:00+00:00,2026-02-07 16:00:00+00:00,1.873,2.0302857142857142,2.0302857142857142,2.0302857142857142,0.15728571428571425,-1.0,12,1.3923705722070854,False,,,4.0,3.0,STOP_OR_TRAILING,2026-02
4h,4H_DONCHIAN_ACT4_ATR3,ATOM/USDT,SHORT,2026-02-11 04:00:00+00:00,2026-02-11 12:00:00+00:00,1.878,1.9622857142857142,1.9622857142857142,1.9622857142857142,0.0842857142857143,-1.0,2,0.03559322033898176,False,,,4.0,3.0,STOP_OR_TRAILING,2026-02
4h,4H_DONCHIAN_ACT4_ATR3,ATOM/USDT,LONG,2026-02-13 08:00:00+00:00,2026-02-19 12:00:00+00:00,2.026,2.2872142857142856,1.9322857142857142,2.2872142857142856,0.09371428571428564,2.7873475609756135,37,5.185975609756104,True,2026-02-18 12:00:00+00:00,2.435,4.0,3.0,STOP_OR_TRAILING,2026-02
4h,4H_DONCHIAN_ACT4_ATR3,ATOM/USDT,SHORT,2026-02-23 12:00:00+00:00,2026-03-04 08:00:00+00:00,2.156,1.8808571428571428,2.2474285714285718,1.8808571428571428,0.09142857142857164,3.0093749999999955,53,4.298437499999993,True,2026-02-28 04:00:00+00:00,1.811,4.0,3.0,STOP_OR_TRAILING,2026-03
4h,4H_DONCHIAN_ACT4_ATR3,ATOM/USDT,SHORT,2026-03-08 08:00:00+00:00,2026-03-10 12:00:00+00:00,1.754,1.8084285714285715,1.8084285714285715,1.8084285714285715,0.05442857142857149,-1.0,13,0.8818897637795273,False,,,4.0,3.0,STOP_OR_TRAILING,2026-03
